Class,Financial Distress,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
0,37.724,85.576,70.734,89.464,60.931,1.152,-12.187,47.363,11.609,67.132,383,72.308,5.4117,10.537,8.4908,1.5957,18.906,1.4932,18.334,34.937,21.698,84.265,6.1728,25.639,84.495,741.16,13.077,-49.995,33.095,49.682,4.002,4.5501,6.568,94.446,2.008,225.6,97.824,47.152,3.009,-1.254,98.708,5.7828,-23.937,1.0674,7.166,-11.567,79.065,8.6326,1104,8.0192,74.361,12.582,20.853,15.622,214.22,-13.596,30.343,76.265,-32.982,-54.131,21.891,5.2315,7.8486,2.9999,1.322,-90.422,36.859,11.4,9134.2,-31.329,11.15,36.293,4,32,57.306,42.165,40.6,16.333,15,3.85,14,40.132,17,51
0,1.3155,1.0665,38.141,85.857,81.134,75.638,53.407,61.581,47.011,26.969,36.115,85.672,1.4065,14.143,6.0708,4.2062,93.227,2.4671,47.742,66.284,59.432,94.703,7.5733,16.497,80.332,398.4,13.074,15.192,-3.131,55.259,49.469,4.8911,60.972,93.564,2.9545,85.588,4.452,39.072,58.844,32.741,10.713,5.7368,-46.247,1.3201,35.603,37.763,44.424,6.0708,1477.2,5.6801,83.503,12.865,11.437,13.385,289.91,-30.079,27.461,81.929,-24.123,-29.733,19.484,6.0243,8.7943,1.8883,4.9805,3.2396,33.581,10.9,9291.6,-27.3,15.15,13.262,3,30,63.034,48.635,46.014,15.5,13,-2.15,14,37.724,18,52
0,28.618,92.911,12.659,76.264,9.303,2.079,-49.709,51.894,13.608,53.334,12.927,65.146,4.6675,23.736,3.2131,3.641,22.347,2.554,36.396,47.879,51.907,1.428,3.776,28.308,70.117,1288.3,13.048,-18.715,-25.702,61.474,36.387,18.632,39.113,91.939,3.5625,98.874,19.432,25.899,39.123,11.715,24.637,3.9194,2.2337,96.341,51.382,-20.943,16.599,3.2131,2415.5,2.9541,71.692,12.976,23.645,26.335,341.55,5.276,26.114,1.2406,0,0,21.583,3.3272,5.7824,-16.045,5.8007,-91.628,21.823,10.45,9512.3,-29.491,21.9,21.483,1,28.5,73.107,59.43,54.339,16.75,12,-9.9,14,1.3155,19,53
0,-24.522,79.748,47.015,87.176,72.239,85.269,-16.316,45.951,65.082,3.666,26.477,64.248,1.6451,12.824,6.7976,2.4091,11.804,2.3968,1.268,71.753,1.574,1.1244,2.7424,20.187,80.564,508.18,13.108,-44.276,62.108,66.115,3.702,4.848,51.247,92.416,3.003,149.43,73.177,51.554,17.553,-17.525,26.341,5.6329,-60.555,48.686,17.848,-12.722,53.931,6.7976,1386.2,6.2821,79.813,12.783,13.409,14.583,297.71,-43.425,24.055,13.557,-2.429,-33.624,24.065,-34.943,-14.056,-17.099,2.0608,18.193,19.911,11.15,9823.3,28.252,18.1,19.943,1,28,82.306,69.66,61.675,17,12,-6.1,14,28.618,20,54
1,-15.248,82.943,-76.308,91.543,47.583,-15.094,-12.926,80.879,-16.037,-90.233,-24.261,62.857,-22.691,84.568,10.825,1.8841,-31.722,1.98E+05,13.469,1.398,17.773,75.701,1.7551,99.228,75.783,-771.29,13.041,-36.812,-64.881,1.576,61.292,23.13,1.2881,82.784,2.19E+05,191.08,-1.214,1.8636,28.306,-38.405,27.112,5.6266,-25.178,31.192,-28.146,-15.285,-83.358,11.046,854.78,8.9612,90.077,12.298,-70.447,47.216,266.48,-1,0,-37.525,23.734,49.878,0,2.866,2.9526,3.5513,34.524,71.591,24.538,12.7,10290,45.284,11.6,4.2098,3,27.5,89.272,77.75,69.189,16.25,12.5,0.9,14,-24.522,21,55
0,38.049,65.596,-15.412,84.708,57.311,38.802,-15.187,13.489,-26.892,-10.079,-16.585,28.956,2.2773,15.292,5.5396,296.15,67.704,3.0434,48.381,29.729,1.096,1.9793,82.541,88.984,44.143,-90.932,16.281,-37.737,32.005,40.566,59.542,3.3068,10.389,52.111,3.3407,1.2156,-53.227,2.6528,84.418,1.4494,69.434,3.7479,-1.541,22.023,-22.197,-99.316,-18.194,6.1859,902.2,2.8867,91.102,15.724,85.745,50.998,6568.1,-1,17.156,18.124,0,0,0,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,18,-97.851,1,10
0,-39.425,61.742,88.243,75.364,91.082,47.232,-18.053,16.259,96.884,35.819,66.682,29.135,1.0152,24.636,3.0591,15.82,51.857,5.0163,16.648,5.108,3.528,3.1262,1.3163,73.151,47.189,503.52,16.248,-50.451,-32.881,28.176,76.724,4.7016,84.236,62.614,5.4122,22.756,30.288,1.1437,18.278,53.699,69.195,3.6971,6.5373,35.603,12.753,-73.282,11.709,3.2779,1405.7,1.9155,92.685,16.154,12.181,66.627,10066,1,16.829,-36.203,0,0,0,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,18,38.049,2,11
0,49.104,52.142,-10.535,88.434,67.405,8.47E-05,-30.928,2.509,-1.563,-91.089,-72.267,33.696,23.773,11.566,7.6462,6.5019,12.569,4.2906,58.475,5.287,90.483,2.2004,1.0447,12.018,64.625,-574.75,16.203,-21.794,-43.904,23.809,16.215,5.4451,24.055,73.077,4.3428,55.369,-31.265,2.0586,86.751,-29.244,6.452,5.828,-21.415,17.926,-16.328,-26.741,-11.913,9.0173,630.97,5.5876,98.798,15.808,88.964,81.008,7177.8,-1,15.521,-1.085,0,0,0,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,18,-39.425,3,12
0,13.914,1.4939,12.309,67.429,1.3926,13.002,26.311,87.166,88.388,37.792,87.468,79.585,10.784,32.571,2.0702,3.4256,93.364,3.7295,57.828,86.573,10.855,1.7499,13.116,18.538,53.273,568.33,9.5361,5.2929,27.148,14.155,46.436,26.427,33.344,79.007,4.5782,105.09,15.467,4.346,41.524,36.344,10.618,4.2757,22.222,3.0676,1.1593,80.781,18.255,2.0702,1503.9,1.6356,81.462,9.8673,1.041,25.817,160.75,0.1,30.419,55.024,-10.757,-77.242,22.253,5.6061,12.549,95.145,17.969,32.57,29.776,13.15,7974.9,352.71,14.7,50.926,4,36.25,82.112,26.152,25.327,15.75,16.25,1.55,27,40.386,13,28
0,394,1.3134,63.159,64.698,66.151,70.348,13.195,91.437,95.476,17.891,14.359,55.293,8.4855,35.302,1.8327,2.7843,10.634,3.3397,14.734,12.533,0.35,1.1964,1.517,20.312,42.098,612,10.277,5.0133,1.0987,226,38.493,15.056,58.189,65.069,4.1909,129.3,11.423,64.018,22.274,-31.104,43.607,1.8739,76.833,80.955,14.484,37.377,97.621,1.8327,3420.8,1.1925,79.688,9.8642,11.784,13.437,157.62,36.995,15.784,7.6193,-1.892,-28.601,22.564,7.3435,9.174,11.558,18.545,102.25,27.114,12.05,8239.9,91.379,15.65,33.803,1,36,101.67,30.25,29.171,16.75,16,0.35,27,13.914,14,29
0,4.747,70.799,70.878,81.797,42.112,34.204,-21.644,36.971,16.831,38.938,49.383,52.479,69.246,18.203,4.4937,1.6671,81.223,1.7441,21.433,1.173,28.915,80.246,1.478,13.578,74.123,565.5,11.287,-19.456,1.7446,76.744,27.404,54.073,65.073,90.618,2.0181,215.94,13.506,42.161,50.894,74.722,28.492,2.3135,2.0801,63.888,24.877,-11.891,86.651,4.4937,1452.3,4.0721,86.422,10.422,95.836,57.179,212.65,50.981,20.867,79.325,0,0,0,4.5822,7.0423,4.4456,12.114,36.026,29.215,10.675,8641,9.1971,15.3,21.669,0,35.25,117.43,34.88,34.004,17,15.25,-0.05,27,394,15,30
0,61.357,78.838,94.355,6.712,36.602,24.988,-1.246,5.636,25.778,28.696,10.297,46.417,41.429,3.288,2.0413,1.5669,68.268,2.6399,10.744,16.478,18.248,78.855,1.4265,12.002,58.877,435,11.837,-29.376,73.351,82.425,33.183,10.106,90.659,8.772,2.9999,229.75,20.327,25.068,29.354,50.671,25.659,1.1132,1.3077,1.2814,36.772,-37.895,14.058,2.0413,1515.9,1.7907,87.998,10.832,85.078,43.931,326.61,39.535,12.201,56.119,-5.401,-14.756,0,4.7675,9.1877,1.819,1.3561,-14.819,33.275,11.2,8968.6,-11.074,11.6,40.747,3,33.5,71.323,38.868,37.601,17.125,15.75,4.15,27,4.747,16,31
0,32.367,59.461,59.863,75.189,28.678,27.216,-24.253,44.234,20.875,24.128,90.886,35.573,37.699,24.811,3.0305,2.0546,94.904,3.3609,65.621,25.174,10.968,80.615,7.508,12.881,59.827,404.13,12.219,-11.824,46.433,15.362,26.464,13.701,9.228,79.568,3.8579,175.21,16.828,61.918,22.882,14.728,38.196,1.1558,-70.958,64.957,15.673,-97.753,79.617,3.0305,1675,2.4113,87.119,10.97,12.743,36.938,319.12,-36.784,74.335,1.1797,-36.301,-12.658,0,5.2752,6.818,3.4794,2.7282,-26.098,38.146,11.35,9180,-37.62,11.525,30.725,4,31.5,58.556,43.347,41.711,15.917,14.5,2.975,27,61.357,17,32
1,-10.414,69.852,96.467,81.723,32.241,-16.894,-21.093,51.149,2.992,52.782,42.597,48.872,-22.681,18.277,4.4715,2.9061,-52.398,3.1286,14.727,23.102,21.049,65.971,96.812,6.912,69.965,73.3,12.337,-15.285,12.554,11.758,35.787,8.4135,1.11,85.612,3.1504,123.88,19.739,64.334,45.677,26.541,33.303,1.7641,-81.862,5.488,28.967,-11.541,11.804,4.4715,1388.7,3.8281,99.309,11.205,-11.157,22.285,437.47,-69.294,10.234,-18.641,-41.653,-12.919,0,6.3771,10.298,853,5.4036,2.9481,30.655,10.7,9324.5,-18.995,16.775,7.3151,2.5,29.5,64.648,50.688,47.61,15.5,12.5,-4.275,27,32.367,18,33
0,1.5393,1.929,1.964,45.922,1.066,27.733,42.075,78.978,18.425,36.318,28.922,87.367,8.1749,54.078,84.917,3.5571,26.017,1.505,57.783,31.825,12.758,1.2201,11.208,31.416,45.292,874.41,15.309,2.5336,16.256,62.932,35.771,3.4028,33.557,9.863,2.1945,101.21,2.248,11.637,54.206,16.812,95.109,1.9712,-75.375,5.686,2.0651,77.803,4.277,84.961,2407.6,83.753,68.584,15.373,27.746,3.349,12359,-39.164,48.576,-64.627,-85.456,-80.166,22.956,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,9,1.2876,1,13
0,01.04,97.752,58.386,93.836,1.9486,12.037,-19.808,68.719,29.962,94.728,50.259,86.137,1.8196,61.635,15.224,3.308,6.177,20.757,16.468,33.947,18.688,2.2622,21.609,13.167,88.118,1932.5,11.1,-98.376,24.189,57.185,60.554,11.805,31.075,93.906,23.905,108.83,67.782,9.278,84.508,56.629,90.177,31.616,2.7235,68.349,64.746,-32.137,62.221,15.224,2040.1,14.297,86.833,11.768,65.739,25.658,417.46,57.659,81.516,66.448,-39.065,-20.047,94.424,7.2704,11.243,8.7956,18.321,79.728,28.105,12.3,8157.1,182.57,15.7,43.027,2,36,96.262,29.19,28.148,16.5,16,0.3,25,16.635,13,41
0,2.5465,1.1998,10.958,86.182,1.228,12.687,78.783,72.813,89.236,79.302,16.241,80.841,2.6383,13.818,6.237,3.1632,10.332,9.5744,84.194,39.162,10.517,1.519,7.8131,16.425,80.053,7017,11.76,155.87,93.471,61.293,58.289,2.9219,47.468,92.888,11.456,113.81,13.555,44.358,68.564,21.919,15.717,8.8868,2.631,87.918,6.972,57.015,12.715,6.237,8848.5,5.7934,83.575,11.966,10.832,2.017,534.93,56.813,10.719,2.372,-61.137,-49.787,2.993,5.527,7.0632,7.7373,14.332,65.606,28.184,11.05,8534.9,6.0679,15.4,22.639,0,35.5,113.98,33.69,32.734,17,15.5,0.1,25,01.04,14,42
0,6.878,97.719,70.547,83.218,1.228,10.779,-18.415,50.534,57.448,42.038,30.244,78.904,2.5847,16.782,4.9589,4.0509,87.777,3.6567,49.591,33.961,61.416,1.5564,6.9142,1.259,80.745,5940,12.034,-66.687,31.487,24.733,40.804,2.5729,33.227,97.028,4.1834,88.87,89.409,14.738,40.383,31.493,17.761,7.3177,-15.348,94.487,3.972,-10.973,84.773,4.9589,14130,4.8115,8.741,12.239,93.236,15.461,678.02,-83.121,29.355,48.587,-18.231,-14.845,48.458,4.3908,8.4656,1.5973,4.2024,-77.302,32.265,10.9,8894.8,-34.007,12.8,34.064,2,34,87.84,37.935,36.825,17.083,15.5,2.7,25,2.5465,15,43
0,9.7172,95.328,62.032,81.198,1.3492,94.839,-37.313,57.848,45.978,32.992,16.555,7.614,2.1619,18.802,4.3185,5.2013,70.294,6.452,76.402,32.516,95.656,1.772,6.5608,10.464,79.871,2577.2,12.244,-36.159,23.356,13.262,46.204,3.1032,34.246,98.367,7.2061,71.981,81.471,70.536,56.629,35.527,20.564,7.1756,8.468,91.432,30.165,-19.845,76.397,4.3185,7811.6,4.248,89.536,12.543,77.776,14.118,904.08,4.062,18.723,42.827,-27.488,-20.374,10.596,5.2315,7.8486,2.9999,1.322,-90.422,36.859,11.4,9134.2,-31.329,11.15,36.293,4,32,57.306,42.165,40.6,16.333,15,3.85,25,6.878,16,44
0,2.3598,78.699,61.098,80.659,1.2006,99.701,-15.961,5.154,50.887,31.589,17.187,58.968,2.3926,19.341,4.1703,5.1623,8.304,6.6422,8.801,34.707,11.746,2.0361,3.1217,11.701,7.493,3454.4,12.552,-75.224,36.088,57.291,38.619,5.5458,32.165,92.897,7.5224,69.736,10.361,29.621,73.302,21.105,38.461,6.2077,34.037,50.288,15.886,-82.523,75.748,4.1703,10935,3.8741,88.299,12.735,88.034,14.049,1087.9,14.543,15.961,1.5453,10.497,8.743,0,6.0243,8.7943,1.8883,4.9805,3.2396,33.581,10.9,9291.6,-27.3,15.15,13.262,3,30,63.034,48.635,46.014,15.5,13,-2.15,25,9.7172,17,45
0,2.263,87.833,89.421,7.479,61.012,66.344,-74.212,38.021,14.656,35.471,17.246,53.574,2.5279,2.521,2.9667,3.1008,10.874,2.057,11.497,43.017,1.885,1.1388,1.365,14.327,60.995,1223.6,13.213,-82.213,93.615,13.795,23.191,14.333,38.011,81.555,2.401,116.1,16.691,54.719,18.845,-16.131,44.697,2.4201,1.8337,56.402,20.006,-29.437,11.956,2.9667,3449.6,2.4195,85.673,12.719,11.719,87.414,951.4,47.831,25.411,1.2501,-11.602,-19.015,0,3.3272,5.7824,-16.045,5.8007,-91.628,21.823,10.45,9512.3,-29.491,21.9,21.483,1,28.5,73.107,59.43,54.339,16.75,12,-9.9,25,2.3598,18,46
0,2.4023,82.928,85.797,72.331,49.624,34.859,-80.264,49.048,17.289,31.008,18.647,3.899,1.281,27.669,2.6141,2.5879,70.245,3.2078,95.788,54.836,20.373,1.2728,83.944,10.132,47.016,104.13,13.093,-61.826,-11.308,25.315,2.306,9.3955,4.647,65.001,3.5695,139.11,22.005,91.491,19.303,-27.862,59.116,1.7935,-9.149,46.805,14.513,-29.009,11.862,2.6141,3358,1.6992,89.868,12.392,94.185,50.277,616.11,-84.315,13.902,17.303,-59.965,-12.084,0,-34.943,-14.056,-17.099,2.0608,18.193,19.911,11.15,9823.3,28.252,18.1,19.943,1,28,82.306,69.66,61.675,17,12,-6.1,25,2.263,19,47
0,1.5399,60.276,11.236,74.939,34.965,3.597,-20.309,42.443,32.134,44.834,17.176,30.815,1.1077,25.061,2.9903,1.7859,10.287,4.0689,1.128,92.875,22.065,1.1347,51.406,10.763,51.124,157.15,13.235,-17.217,15.247,23.816,21.699,2.4609,62.058,6.822,4.5597,201.58,36.462,95.032,32.262,-18.797,68.017,1.3952,50.924,36.845,16.519,-81.038,14.993,2.9949,3505.1,02.04,89.237,12.184,11.919,37.634,484.2,20.295,76.682,326,0,0,0,2.866,2.9526,3.5513,34.524,71.591,24.538,12.7,10290,45.284,11.6,4.2098,3,27.5,89.272,77.75,69.189,16.25,12.5,0.9,25,2.4023,20,48
0,1.6995,79.711,17.273,63.406,36.013,1.234,-95.273,47.559,47.964,47.202,21.317,3.743,41.332,36.594,1.7327,2.5158,34.266,2.5328,39.668,82.905,84.475,96.213,59.485,75.233,46.958,1247.7,13.49,-3.78,29.115,16.448,22.332,2.8666,62.012,74.059,2.7389,143.1,46.147,44.949,11.015,32.984,60.541,98.412,18.849,60.445,28.531,-26.035,27.242,1.7655,2643.4,1.2832,92.477,12.469,58.453,27.093,726.65,90.407,13.149,14.923,0,0,0,4.3943,6.2177,3.4807,-34.791,48.51,22.651,12.9,12084,26.692,16.95,21.949,3,24.5,96.942,91.15,87.249,16.813,13.75,-3.2,25,1.5399,21,49
0,2.8723,79.368,36.357,65.337,58.165,80.329,-10.305,4.305,62.506,10.489,20.999,39.643,1.7785,34.663,1.8849,4.5353,13.811,3.775,53.133,77.652,10.638,1.4672,99.503,15.946,49.948,294.25,13.604,-56.442,12.042,15.388,21.503,3.4185,36.968,76.448,4.4911,79.377,9.171,44.394,91.349,80.963,58.456,1.678,-76.417,59.298,62.195,-2.973,55.645,1.9187,2805.4,1.441,84.054,13.062,18.409,92.749,1364.5,-61.835,12.951,81.842,-64.003,-11.004,54.345,-23.259,-39.343,-13.135,-15.356,29.026,25.089,12.25,19814,9.1907,26,11.551,1,25,95.75,115.25,116.2,18.563,14.5,-11.5,25,1.6995,22,50
0,2.1031,1.0145,12.586,62.141,1.1182,18.248,77.513,46.126,11.256,33.245,27.334,54.151,3.5902,37.859,1.6414,6.4076,16.319,4.0362,38.256,45.455,71.673,2.0649,2.5362,19.071,53.376,1322.5,13.865,144.25,29.833,87.656,2.462,7.6933,22.019,85.894,4.9873,56.184,23.242,23.154,34.213,1.4959,44.087,2.9535,3.4946,85.872,28.548,20.474,20.254,1.6621,3978.2,1.4099,80.929,13.977,20.025,21.324,2447.8,636,2.242,-20.801,-4.587,-41.023,6.131,-40.195,-62.674,-14.401,-19.655,77.278,34.435,11.3,28949,-10.994,32.6,12.683,1,30,89.3,153.2,155.25,20,14.5,-18.1,25,2.8723,23,51
0,1.5687,9.244,-16.639,65.846,69.524,16.955,-40.937,38.273,-23.934,-48.719,22.384,50.057,20.308,34.154,1.9279,5.7679,24.387,2.83,3.303,12.008,60.997,1.3889,1.4546,51.436,54.151,-156.34,13.753,-16.983,-10.585,11.695,20.725,9.0839,2.981,82.238,2.9835,62.415,-33.241,34.243,47.509,-44.404,47.795,2.0356,-11.182,71.459,-34.814,-11.986,-2.527,1.9582,3209,1.5855,94.856,13.39,89.364,3.576,1784.8,-1,23.303,-30.643,-13.623,-19.595,0,1.4449,43.048,2.0451,-11.22,43.425,30.578,10.5,32320,-41.981,25.15,29.301,2,31,90,189.55,191.3,21,18.25,-6.9,25,2.1031,24,52
0,31.941,90.764,-45.476,75.611,78.203,25.493,-58.564,61.153,-58.151,-18.646,14.305,57.552,33.179,24.389,3.1002,3.1851,32.599,4.6577,37.606,98.249,59.307,1.3588,1.9371,80.427,63.409,-498.69,13.908,-13.353,16.714,12.202,38.776,3.7697,49.584,83.862,5.065,113.03,-79.016,5.003,48.087,31.285,4.037,3.2064,-21.898,60.414,-11.265,-24.012,-60.144,3.1587,2674.6,2.5999,91.957,13.662,80.841,62.896,1746.6,-52.265,1.544,-14.176,-32.619,-4.171,0,81.424,-29.663,9.6506,-12.385,3.7123,26.178,10.8,33651,-45.166,13.75,18.221,1.5,29.5,92.3,215.35,209.5,21.5,21.25,7.5,25,1.5687,25,53
0,128.4,81.491,30.118,90.599,3.6339,79.448,-14.584,4.784,82.879,32.038,7.898,64.213,18.181,94.007,9.6375,16.564,21.863,14.646,15.221,12.025,19.317,5.6592,10.238,2.938,78.797,15924,17.293,-24.917,-12.763,11.803,37.696,15.391,10.373,86.973,15.09,21.734,46.903,1.2555,41.887,6.495,35.494,38.656,-25.904,26.486,84.854,-15.514,33.243,9.7159,49705,8.382,97.062,18.583,30.467,10.676,1.19E+05,-14.879,24.082,90.608,58.413,16.074,1.605,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,17,41.759,2,15
0,1.9459,96.454,14.074,75.879,6.8356,13.863,-24.395,33.249,20.589,58.346,22.715,66.358,12.539,24.121,3.1458,59.624,20.281,15.66,10.546,16.175,15.328,10.301,20.429,26.269,68.797,79551,17.359,-280.21,69.054,70.815,22.875,44.282,33.464,90.667,16.083,6.0379,21.209,29.358,15.428,1.0109,3.346,28.339,3.9956,72.089,42.061,-10.113,18.548,3.155,1.36E+05,2.8522,97.373,19.282,26.109,17.956,2.39E+05,66.642,42.503,78.083,15.369,22.483,17.766,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,17,128.4,3,16
0,31.079,1.2713,10.208,54.048,6.2071,79.017,13.608,54.184,16.446,22.215,22.085,63.773,9.1038,45.952,1.1762,43.893,1.273,16.994,10.771,13.983,21.472,9.7331,17.424,19.287,50.165,899.49,17.295,45.613,-6.289,38.833,27.181,30.366,4.379,92.815,17.328,8.2017,16.008,84.509,17.353,-14.905,35.624,13.508,-32.026,1.2899,28.656,29.614,18.888,1.1899,4048.9,1.0917,98.071,19.12,18.967,11.972,2.05E+05,-19.066,35.821,-22.968,12.174,19.613,14.857,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,17,1.9459,4,17
0,59.576,1.1995,79.004,52.516,3.6342,64.878,97.435,58.207,21.739,16.638,74.804,58.586,30.657,47.484,1.106,17.396,17.852,11.853,75.382,58.231,15.434,6.2033,10.695,27.915,48.842,328.23,17.319,37.299,24.953,36.738,2.843,8.643,78.227,93.004,12.194,20.694,13.485,77.368,20.742,-39.989,33.982,7.6536,-20.678,1.3973,23.249,20.519,15.044,1.1195,1972.8,1.0286,97.208,18.61,28.772,10.145,1.21E+05,-11.531,29.804,-22.285,-15.663,-43.099,14.209,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,17,31.079,5,18
0,1.154,54.811,4.564,91.626,2.8309,53.941,-34.945,27.179,16.122,54.501,-17.018,42.386,6.12E+05,83.742,10.941,16.188,19.054,12.92,27.213,0,3.519,6.6789,4.9336,28.376,7.733,452.96,16.245,-81.011,34.696,14.295,21.017,3.12E+07,74.243,84.398,13.298,22.238,10.768,1.7071,96.128,1.065,5.738,33.805,50.649,14.594,7.954,-41.729,49.812,10.942,831.11,9.2343,97.162,17.285,25.739,80.331,45567,20.207,21.289,11.669,-27.752,-98.033,225,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,17,-1.689,1,15
0,-38.739,60.167,74.559,82.016,3.9496,94.673,-29.353,10.195,18.878,41.459,94.351,44.337,1.32E+06,17.984,4.5606,304.02,23.971,10.409,10.335,0,14.025,8.9081,7.1498,30.295,73.689,911.94,16.454,-13.456,23.241,83.267,75.128,26.185,19.022,89.847,10.734,1.1841,16.816,46.301,26.167,71.941,5.524,21.962,1.0133,32.556,13.497,-16.322,90.907,4.5607,2199.6,4.0975,96.971,17.827,28.061,11.965,46652,33.627,36.795,18.644,37.329,94.515,225,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,17,1.154,2,16
0,-36.567,51.391,-16.898,9.517,2.749,-16.803,-45.291,68.153,-61.471,-34.985,-28.427,47.883,-2.62E+06,48.301,19.704,45.467,-61.125,6.9475,29.763,0,31.944,5.7409,5.309,-46.271,93.175,-2302.8,16.562,-60.695,11.416,19.952,63.501,3.899,231,97.904,6.6402,7.9178,-3.529,41.309,10.827,-22.452,51.779,56.913,-35.252,93.283,-32.635,-93.769,-17.756,19.706,658.22,19.29,1.0463,17.573,-56.022,-1.272,37442,-1,41.399,44.352,12.925,47.019,0,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,17,-38.739,3,17
0,57.216,34.183,19.882,93.774,2.2527,37.411,-57.607,39.691,88.256,31.933,-33.485,29.919,50.998,62.262,15.061,66.045,16.607,8.832,55.043,3.26E-05,62.887,7.5295,3.2293,22.217,87.526,21.712,16.34,-39.106,-19.864,62.479,3.474,25.464,15.421,93.337,9.0327,5.4508,66.452,1.1935,24.434,-3.433,69.761,36.182,1.1994,89.251,285,-92.523,21.202,15.061,679.93,14.058,97.778,17.152,94.068,50.048,25138,1,2.494,79.651,0,0,0,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,17,-36.567,4,18
0,12.772,1.2809,52.497,38.903,75.308,53.135,81.987,90.999,69.709,85.923,51.571,37.384,23.803,61.097,63.674,5.6966,70.557,2.0662,10.776,29.641,36.924,2.0144,1.2317,73.775,29.186,6061.8,16.262,9.1854,19.368,97.175,26.559,7.6267,35.267,75.021,7.8788,63.195,1.4042,15.905,1.431,1.0752,6.114,1.2326,2.149,9.993,85.863,13.419,1.3494,65.015,7054.9,47.769,26.225,15.978,76.576,55.558,19585,51.795,95.583,25.315,-10.186,-13.526,66.373,3.7282,5.0865,1.4731,-63.905,29.859,21.392,12.6,12826,20.611,19.225,27.858,2.5,23.25,98.471,95.575,93.624,16.969,14.125,-5.1,25,5.9549,1,8
0,4.7789,6.8481,74.941,20.403,92.645,85.854,52.497,5.9669,8.089,94.151,73.285,61.474,50.707,79.597,25.633,4.0439,9.267,2.3883,281,18.276,3.1303,1.5071,2.4628,82.431,89.768,13061,16.674,1.7648,50.932,11.426,53.563,100.89,57.816,43.997,13.594,89.022,1.2191,14.355,30.331,85.679,37.618,1.1639,1.1546,2.1159,1.9921,65.954,3.673,25.884,13872,11.278,17.569,16.597,95.528,76.369,32751,36.601,68.151,-71.343,-36.691,-39.604,4.705,-50.199,-78.791,-19.436,-18.384,37.935,27.567,12.225,22936,6.5215,28.25,44.293,0.5,26.5,93.625,122.88,124.3,19.281,14.5,-13.75,25,12.772,2,9
0,2.2114,6.6313,68.224,12.274,80.767,6.388,42.394,5.5032,84.471,7.777,71.311,49.923,91.534,87.726,13.992,5.3813,79.092,2.0973,2.267,86.408,3.0113,1.6178,1.6857,81.307,75.284,4572.1,16.816,1.9051,15.356,47.461,4.143,23.937,51.296,61.334,11.22,66.898,1.3666,54.102,28.068,5.656,47.912,92.068,5.017,1.831,1.424,48.326,5.5582,14.327,5878.9,85.817,18.693,16.603,81.954,65.669,32091,24.471,71.987,4.692,71.789,88.884,94.993,-21.723,-34.892,-87.335,-18.777,92.495,36.629,10.85,30394,-18.418,33.65,24.356,1.5,31,88.2,164.55,166.67,20,14.5,-19.15,25,4.7789,3,10
